From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
NDUFC1	O43677	reviewed	NDUC1_HUMAN	NADH dehydrogenase [ubiquinone] 1 subunit C1, mitochondrial (Complex I-KFYI) (CI-KFYI) (NADH-ubiquinone oxidoreductase KFYI subunit)	NDUFC1	Homo sapiens (Human)	76
NDUFC2	O95298	reviewed	NDUC2_HUMAN	NADH dehydrogenase [ubiquinone] 1 subunit C2 (Complex I-B14.5b) (CI-B14.5b) (Human lung cancer oncogene 1 protein) (HLC-1) (NADH-ubiquinone oxidoreductase subunit B14.5b)	NDUFC2 HLC1	Homo sapiens (Human)	119
NDUFS1	P28331	reviewed	NDUS1_HUMAN	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial (EC 7.1.1.2) (Complex I-75kD) (CI-75kD)	NDUFS1	Homo sapiens (Human)	727
NDUFS2	O75306	reviewed	NDUS2_HUMAN	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial (EC 7.1.1.2) (Complex I-49kD) (CI-49kD) (NADH-ubiquinone oxidoreductase 49 kDa subunit)	NDUFS2	Homo sapiens (Human)	463
NDUFS3	O75489	reviewed	NDUS3_HUMAN	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial (EC 7.1.1.2) (Complex I-30kD) (CI-30kD) (NADH-ubiquinone oxidoreductase 30 kDa subunit)	NDUFS3	Homo sapiens (Human)	264
NDUFS4	O43181	reviewed	NDUS4_HUMAN	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial (Complex I-18 kDa) (CI-18 kDa) (Complex I-AQDQ) (CI-AQDQ) (NADH-ubiquinone oxidoreductase 18 kDa subunit)	NDUFS4	Homo sapiens (Human)	175
NDUFS5	O43920	reviewed	NDUS5_HUMAN	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5 (Complex I-15 kDa) (CI-15 kDa) (NADH-ubiquinone oxidoreductase 15 kDa subunit)	NDUFS5	Homo sapiens (Human)	106
NDUFS6	O75380	reviewed	NDUS6_HUMAN	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial (Complex I-13kD-A) (CI-13kD-A) (NADH-ubiquinone oxidoreductase 13 kDa-A subunit)	NDUFS6	Homo sapiens (Human)	124
NDUFS7	O75251	reviewed	NDUS7_HUMAN	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial (EC 7.1.1.2) (Complex I-20kD) (CI-20kD) (NADH-ubiquinone oxidoreductase 20 kDa subunit) (PSST subunit)	NDUFS7	Homo sapiens (Human)	213
NDUFS8	O00217	reviewed	NDUS8_HUMAN	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial (EC 7.1.1.2) (Complex I-23kD) (CI-23kD) (NADH-ubiquinone oxidoreductase 23 kDa subunit) (TYKY subunit)	NDUFS8	Homo sapiens (Human)	210
NDUFV1	P49821	reviewed	NDUV1_HUMAN	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial (NDUFV1) (EC 7.1.1.2) (Complex I-51kD) (CI-51kD) (NADH dehydrogenase flavoprotein 1) (NADH-ubiquinone oxidoreductase 51 kDa subunit)	NDUFV1 UQOR1	Homo sapiens (Human)	464
NDUFV2	P19404	reviewed	NDUV2_HUMAN	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial (NDUFV2) (EC 7.1.1.2) (NADH-ubiquinone oxidoreductase 24 kDa subunit)	NDUFV2	Homo sapiens (Human)	249
NDUFV3	P56181	reviewed	NDUV3_HUMAN	NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial (Complex I-9kD) (CI-9kD) (NADH-ubiquinone oxidoreductase 9 kDa subunit) (Renal carcinoma antigen NY-REN-4)	NDUFV3	Homo sapiens (Human)	108
MT-ND1	P03886	reviewed	NU1M_HUMAN	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)	MT-ND1 MTND1 NADH1 ND1	Homo sapiens (Human)	318
MT-ND2	P03891	reviewed	NU2M_HUMAN	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	MT-ND2 MTND2 NADH2 ND2	Homo sapiens (Human)	347
MT-ND3	P03897	reviewed	NU3M_HUMAN	NADH-ubiquinone oxidoreductase chain 3 (EC 7.1.1.2) (NADH dehydrogenase subunit 3)	MT-ND3 MTND3 NADH3 ND3	Homo sapiens (Human)	115
MT-ND4	P03905	reviewed	NU4M_HUMAN	NADH-ubiquinone oxidoreductase chain 4 (EC 7.1.1.2) (NADH dehydrogenase subunit 4)	MT-ND4 MTND4 NADH4 ND4	Homo sapiens (Human)	459
MT-ND4L	P03901	reviewed	NU4LM_HUMAN	NADH-ubiquinone oxidoreductase chain 4L (EC 7.1.1.2) (NADH dehydrogenase subunit 4L) (ND4L)	MT-ND4L MTND4L NADH4L ND4L	Homo sapiens (Human)	98
MT-ND5	P03915	reviewed	NU5M_HUMAN	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2) (NADH dehydrogenase subunit 5)	MT-ND5 MTND5 NADH5 ND5	Homo sapiens (Human)	603
MT-ND6	P03923	reviewed	NU6M_HUMAN	NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6)	MT-ND6 MTND6 NADH6 ND6	Homo sapiens (Human)	174
MT-CYB	P00156	reviewed	CYB_HUMAN	Cytochrome b (Complex III subunit 3) (Complex III subunit III) (Cytochrome b-c1 complex subunit 3) (Ubiquinol-cytochrome-c reductase complex cytochrome b subunit)	MT-CYB COB CYTB MTCYB	Homo sapiens (Human)	380
UQCRC1	P31930	reviewed	QCR1_HUMAN	Cytochrome b-c1 complex subunit 1, mitochondrial (Complex III subunit 1) (Core protein I) (Ubiquinol-cytochrome-c reductase complex core protein 1)	UQCRC1	Homo sapiens (Human)	480
UQCRC2	P22695	reviewed	QCR2_HUMAN	Cytochrome b-c1 complex subunit 2, mitochondrial (Complex III subunit 2) (Core protein II) (Ubiquinol-cytochrome-c reductase complex core protein 2)	UQCRC2	Homo sapiens (Human)	453
UQCRFS1	P47985	reviewed	UCRI_HUMAN	Cytochrome b-c1 complex subunit Rieske, mitochondrial (EC 7.1.1.8) (Complex III subunit 5) (Cytochrome b-c1 complex subunit 5) (Rieske iron-sulfur protein) (RISP) (Rieske protein UQCRFS1) (Ubiquinol-cytochrome c reductase iron-sulfur subunit) [Cleaved into: Cytochrome b-c1 complex subunit 9 (Su9) (Subunit 9) (8 kDa subunit 9) (Complex III subunit IX) (Cytochrome b-c1 complex subunit 11) (UQCRFS1 mitochondrial targeting sequence) (UQCRFS1 MTS) (Ubiquinol-cytochrome c reductase 8 kDa protein)]	UQCRFS1	Homo sapiens (Human)	274
UQCRB	P14927	reviewed	QCR7_HUMAN	Cytochrome b-c1 complex subunit 7 (Complex III subunit 7) (Complex III subunit VII) (QP-C) (Ubiquinol-cytochrome c reductase complex 14 kDa protein)	UQCRB UQBP	Homo sapiens (Human)	111
UQCRH	P07919	reviewed	QCR6_HUMAN	Cytochrome b-c1 complex subunit 6, mitochondrial (Complex III subunit 6) (Complex III subunit VIII) (Cytochrome c1 non-heme 11 kDa protein) (Mitochondrial hinge protein) (Ubiquinol-cytochrome c reductase complex 11 kDa protein)	UQCRH	Homo sapiens (Human)	91
UQCRQ	O14949	reviewed	QCR8_HUMAN	Cytochrome b-c1 complex subunit 8 (Complex III subunit 8) (Complex III subunit VIII) (Ubiquinol-cytochrome c reductase complex 9.5 kDa protein) (Ubiquinol-cytochrome c reductase complex ubiquinone-binding protein QP-C)	UQCRQ	Homo sapiens (Human)	82
UQCR10	Q9UDW1	reviewed	QCR9_HUMAN	Cytochrome b-c1 complex subunit 9 (Complex III subunit 9) (Complex III subunit X) (Cytochrome c1 non-heme 7 kDa protein) (Ubiquinol-cytochrome c reductase complex 7.2 kDa protein)	UQCR10 UCRC HSPC119	Homo sapiens (Human)	63
UQCR11	O14957	reviewed	QCR10_HUMAN	Cytochrome b-c1 complex subunit 10 (Complex III subunit 10) (Complex III subunit XI) (Ubiquinol-cytochrome c reductase complex 6.4 kDa protein)	UQCR11 UQCR	Homo sapiens (Human)	56
CYC1	P08574	reviewed	CY1_HUMAN	Cytochrome c1, heme protein, mitochondrial (EC 7.1.1.8) (Complex III subunit 4) (Complex III subunit IV) (Cytochrome b-c1 complex subunit 4) (Ubiquinol-cytochrome-c reductase complex cytochrome c1 subunit) (Cytochrome c-1)	CYC1	Homo sapiens (Human)	325
MT-CO1	P00395	reviewed	COX1_HUMAN	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I)	MT-CO1 COI COXI MTCO1	Homo sapiens (Human)	513
MT-CO2	P00403	reviewed	COX2_HUMAN	Cytochrome c oxidase subunit 2 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide II)	MT-CO2 COII COX2 COXII MTCO2	Homo sapiens (Human)	227
MT-CO3	P00414	reviewed	COX3_HUMAN	Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III)	MT-CO3 COIII COXIII MTCO3	Homo sapiens (Human)	261
NDUFA4	O00483	reviewed	NDUA4_HUMAN	Cytochrome c oxidase subunit NDUFA4 (Complex I-MLRQ) (CI-MLRQ) (NADH-ubiquinone oxidoreductase MLRQ subunit)	NDUFA4	Homo sapiens (Human)	81
COX4I1	P13073	reviewed	COX41_HUMAN	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial (Cytochrome c oxidase polypeptide IV) (Cytochrome c oxidase subunit IV isoform 1) (COX IV-1)	COX4I1 COX4	Homo sapiens (Human)	169
COX5A	P20674	reviewed	COX5A_HUMAN	Cytochrome c oxidase subunit 5A, mitochondrial (Cytochrome c oxidase polypeptide Va)	COX5A	Homo sapiens (Human)	150
COX5B	P10606	reviewed	COX5B_HUMAN	Cytochrome c oxidase subunit 5B, mitochondrial (Cytochrome c oxidase polypeptide Vb)	COX5B	Homo sapiens (Human)	129
COX6A1	P12074	reviewed	CX6A1_HUMAN	Cytochrome c oxidase subunit 6A1, mitochondrial (Cytochrome c oxidase polypeptide VIa-liver) (Cytochrome c oxidase subunit VIA-liver) (COX VIa-L)	COX6A1 COX6AL	Homo sapiens (Human)	109
COX6B1	P14854	reviewed	CX6B1_HUMAN	Cytochrome c oxidase subunit 6B1 (Cytochrome c oxidase subunit VIb isoform 1) (COX VIb-1)	COX6B1 COX6B	Homo sapiens (Human)	86
COX6C	P09669	reviewed	COX6C_HUMAN	Cytochrome c oxidase subunit 6C (Cytochrome c oxidase polypeptide VIc)	COX6C	Homo sapiens (Human)	75
COX7A2	P14406	reviewed	CX7A2_HUMAN	Cytochrome c oxidase subunit 7A2, mitochondrial (Cytochrome c oxidase subunit VIIa-liver/heart) (Cytochrome c oxidase subunit VIIa-L) (Cytochrome c oxidase subunit VIIaL)	COX7A2 COX7AL	Homo sapiens (Human)	83
COX7B	P24311	reviewed	COX7B_HUMAN	Cytochrome c oxidase subunit 7B, mitochondrial (Cytochrome c oxidase polypeptide VIIb)	COX7B	Homo sapiens (Human)	80
COX7C	P15954	reviewed	COX7C_HUMAN	Cytochrome c oxidase subunit 7C, mitochondrial (Cytochrome c oxidase polypeptide VIIc)	COX7C	Homo sapiens (Human)	63
COX8A	P10176	reviewed	COX8A_HUMAN	Cytochrome c oxidase subunit 8A, mitochondrial (Cytochrome c oxidase polypeptide VIII-liver/heart) (Cytochrome c oxidase subunit 8-2)	COX8A COX8 COX8L	Homo sapiens (Human)	69
ATP5F1A	P25705	reviewed	ATPA_HUMAN	ATP synthase F(1) complex subunit alpha, mitochondrial (ATP synthase F1 subunit alpha)	ATP5F1A ATP5A ATP5A1 ATP5AL2 ATPM	Homo sapiens (Human)	553
ATP5F1B	P06576	reviewed	ATPB_HUMAN	ATP synthase F(1) complex subunit beta, mitochondrial (EC 7.1.2.2) (ATP synthase F1 subunit beta)	ATP5F1B ATP5B ATPMB ATPSB	Homo sapiens (Human)	529
ATP5F1C	P36542	reviewed	ATPG_HUMAN	ATP synthase F(1) complex subunit gamma, mitochondrial (ATP synthase F1 subunit gamma) (F-ATPase gamma subunit)	ATP5F1C ATP5C ATP5C1 ATP5CL1	Homo sapiens (Human)	298
ATP5F1D	P30049	reviewed	ATPD_HUMAN	ATP synthase F(1) complex subunit delta, mitochondrial (ATP synthase F1 subunit delta) (F-ATPase delta subunit)	ATP5F1D ATP5D	Homo sapiens (Human)	168
ATP5F1E	P56381	reviewed	ATP5E_HUMAN	ATP synthase F(1) complex subunit epsilon, mitochondrial (ATPase subunit epsilon) (ATP synthase F1 subunit epsilon)	ATP5F1E ATP5E	Homo sapiens (Human)	51
ATP5MC1	P05496	reviewed	AT5G1_HUMAN	ATP synthase F(0) complex subunit C1, mitochondrial (ATP synthase lipid-binding protein) (ATP synthase membrane subunit c locus 1) (ATP synthase proteolipid P1) (ATP synthase proton-transporting mitochondrial F(0) complex subunit C1) (ATPase protein 9) (ATPase subunit c) (Proton-conducting channel, ATP synthase F(0) complex subunit c)	ATP5MC1 ATP5G1	Homo sapiens (Human)	136
ATP5ME	P56385	reviewed	ATP5I_HUMAN	ATP synthase F(0) complex subunit e, mitochondrial (ATPase subunit e) (ATP synthase membrane subunit e) [Cleaved into: ATP synthase F(0) complex subunit e, mitochondrial, N-terminally processed]	ATP5ME ATP5I ATP5K	Homo sapiens (Human)	69
ATP5MF	P56134	reviewed	ATPK_HUMAN	ATP synthase F(0) complex subunit f, mitochondrial (ATP synthase membrane subunit f)	ATP5MF ATP5J2 ATP5JL	Homo sapiens (Human)	94
ATP5MG	O75964	reviewed	ATP5L_HUMAN	ATP synthase F(0) complex subunit g, mitochondrial (ATPase subunit g) (ATP synthase membrane subunit g)	ATP5MG ATP5L	Homo sapiens (Human)	103
ATP5MJ	P56378	reviewed	ATP68_HUMAN	ATP synthase F(0) complex subunit j, mitochondrial (6.8 kDa mitochondrial proteolipid protein) (MLQ) (ATP synthase membrane subunit 6.8PL)	ATP5MJ ATP5MPL C14orf2 MP68 PRO1574	Homo sapiens (Human)	58
ATP5MK	Q96IX5	reviewed	ATPMK_HUMAN	ATP synthase F(0) complex subunit k, mitochondrial (ATP synthase membrane subunit DAPIT, mitochondrial) (Diabetes-associated protein in insulin-sensitive tissues) (HCV F-transactivated protein 2) (Up-regulated during skeletal muscle growth protein 5)	ATP5MK ATP5MD DAPIT HCVFTP2 USMG5 PD04912	Homo sapiens (Human)	58
ATP5PB	P24539	reviewed	AT5F1_HUMAN	ATP synthase peripheral stalk subunit b, mitochondrial (ATP synthase F(0) complex subunit B1, mitochondrial) (ATP synthase peripheral stalk-membrane subunit b) (ATP synthase proton-transporting mitochondrial F(0) complex subunit B1) (ATP synthase subunit b) (ATPase subunit b)	ATP5PB ATP5F1	Homo sapiens (Human)	256
ATP5PD	O75947	reviewed	ATP5H_HUMAN	ATP synthase peripheral stalk subunit d, mitochondrial (ATPase subunit d) (ATP synthase peripheral stalk subunit d)	ATP5PD ATP5H My032	Homo sapiens (Human)	161
ATP5PF	P18859	reviewed	ATP5J_HUMAN	ATP synthase peripheral stalk subunit F6, mitochondrial (ATPase subunit F6) (ATP synthase peripheral stalk subunit F6)	ATP5PF ATP5A ATP5J ATPM	Homo sapiens (Human)	108
ATP5PO	P48047	reviewed	ATPO_HUMAN	ATP synthase peripheral stalk subunit OSCP, mitochondrial (ATP synthase subunit O) (Oligomycin sensitivity conferral protein) (OSCP)	ATP5PO ATP5O ATPO	Homo sapiens (Human)	213
MT-ATP6	P00846	reviewed	ATP6_HUMAN	ATP synthase F(0) complex subunit a (F-ATPase protein 6) (Proton-conducting channel, ATP synthase F(0) complex subunit a)	MT-ATP6 ATP6 ATPASE6 MTATP6	Homo sapiens (Human)	226
MT-ATP8	P03928	reviewed	ATP8_HUMAN	ATP synthase F(0) complex subunit 8 (A6L) (F-ATPase subunit 8)	MT-ATP8 ATP8 ATPASE8 MTATP8	Homo sapiens (Human)	68
TUBA1A	Q71U36	reviewed	TBA1A_HUMAN	Tubulin alpha-1A chain (EC 3.6.5.-) (Alpha-tubulin 3) (Tubulin B-alpha-1) (Tubulin alpha-3 chain) [Cleaved into: Detyrosinated tubulin alpha-1A chain]	TUBA1A TUBA3	Homo sapiens (Human)	451
TUBA1B	P68363	reviewed	TBA1B_HUMAN	Tubulin alpha-1B chain (EC 3.6.5.-) (Alpha-tubulin ubiquitous) (Tubulin K-alpha-1) (Tubulin alpha-ubiquitous chain) [Cleaved into: Detyrosinated tubulin alpha-1B chain]	TUBA1B	Homo sapiens (Human)	451
TUBB	P07437	reviewed	TBB5_HUMAN	Tubulin beta chain (Tubulin beta-5 chain)	TUBB TUBB5 OK/SW-cl.56	Homo sapiens (Human)	444
TUBB4B	P68371	reviewed	TBB4B_HUMAN	Tubulin beta-4B chain (Tubulin beta-2 chain) (Tubulin beta-2C chain)	TUBB4B TUBB2C	Homo sapiens (Human)	445
ACTB	P60709	reviewed	ACTB_HUMAN	Actin, cytoplasmic 1 (EC 3.6.4.-) (Beta-actin) [Cleaved into: Actin, cytoplasmic 1, N-terminally processed]	ACTB	Homo sapiens (Human)	375
ACTG1	P63261	reviewed	ACTG_HUMAN	Actin, cytoplasmic 2 (EC 3.6.4.-) (Gamma-actin) [Cleaved into: Actin, cytoplasmic 2, N-terminally processed]	ACTG1 ACTG	Homo sapiens (Human)	375
ACTR2	P61160	reviewed	ARP2_HUMAN	Actin-related protein 2 (Actin-like protein 2)	ACTR2 ARP2	Homo sapiens (Human)	394
ACTR3	P61158	reviewed	ARP3_HUMAN	Actin-related protein 3 (Actin-like protein 3)	ACTR3 ARP3	Homo sapiens (Human)	418
ARPC1B	O15143	reviewed	ARC1B_HUMAN	Actin-related protein 2/3 complex subunit 1B (Arp2/3 complex 41 kDa subunit) (p41-ARC)	ARPC1B ARC41	Homo sapiens (Human)	372
ARPC2	O15144	reviewed	ARPC2_HUMAN	Actin-related protein 2/3 complex subunit 2 (Arp2/3 complex 34 kDa subunit) (p34-ARC)	ARPC2 ARC34 PRO2446	Homo sapiens (Human)	300
ARPC3	O15145	reviewed	ARPC3_HUMAN	Actin-related protein 2/3 complex subunit 3 (Arp2/3 complex 21 kDa subunit) (p21-ARC)	ARPC3 ARC21	Homo sapiens (Human)	178
ARPC4	P59998	reviewed	ARPC4_HUMAN	Actin-related protein 2/3 complex subunit 4 (Arp2/3 complex 20 kDa subunit) (p20-ARC)	ARPC4 ARC20	Homo sapiens (Human)	168
ARPC5	O15511	reviewed	ARPC5_HUMAN	Actin-related protein 2/3 complex subunit 5 (Arp2/3 complex 16 kDa subunit) (p16-ARC)	ARPC5 ARC16	Homo sapiens (Human)	151
NUP35	Q8NFH5	reviewed	NUP35_HUMAN	Nucleoporin NUP35 (35 kDa nucleoporin) (Mitotic phosphoprotein 44) (MP-44) (Nuclear pore complex protein Nup53) (Nucleoporin NUP53)	NUP35 MP44 NUP53	Homo sapiens (Human)	326
NUP37	Q8NFH4	reviewed	NUP37_HUMAN	Nucleoporin Nup37 (p37) (Nup107-160 subcomplex subunit Nup37)	NUP37	Homo sapiens (Human)	326
NUP43	Q8NFH3	reviewed	NUP43_HUMAN	Nucleoporin Nup43 (Nup107-160 subcomplex subunit Nup43) (p42)	NUP43	Homo sapiens (Human)	380
NUP50	Q9UKX7	reviewed	NUP50_HUMAN	Nuclear pore complex protein Nup50 (50 kDa nucleoporin) (Nuclear pore-associated protein 60 kDa-like) (Nucleoporin Nup50)	NUP50 NPAP60L PRO1146	Homo sapiens (Human)	468
NUP54	Q7Z3B4	reviewed	NUP54_HUMAN	Nucleoporin p54 (54 kDa nucleoporin)	NUP54	Homo sapiens (Human)	507
NUP58	Q9BVL2	reviewed	NUP58_HUMAN	Nucleoporin p58/p45 (58 kDa nucleoporin) (Nucleoporin-like protein 1)	NUP58 KIAA0410 NUPL1	Homo sapiens (Human)	599
NUP62	P37198	reviewed	NUP62_HUMAN	Nuclear pore glycoprotein p62 (62 kDa nucleoporin) (Nucleoporin Nup62)	NUP62	Homo sapiens (Human)	522
NUP85	Q9BW27	reviewed	NUP85_HUMAN	Nuclear pore complex protein Nup85 (85 kDa nucleoporin) (FROUNT) (Nucleoporin Nup75) (Nucleoporin Nup85) (Pericentrin-1)	NUP85 NUP75 PCNT1	Homo sapiens (Human)	656
NUP88	Q99567	reviewed	NUP88_HUMAN	Nuclear pore complex protein Nup88 (88 kDa nucleoporin) (Nucleoporin Nup88)	NUP88	Homo sapiens (Human)	741
NUP93	Q8N1F7	reviewed	NUP93_HUMAN	Nuclear pore complex protein Nup93 (93 kDa nucleoporin) (Nucleoporin Nup93)	NUP93 KIAA0095	Homo sapiens (Human)	819
NUP98	P52948	reviewed	NUP98_HUMAN	Nuclear pore complex protein Nup98-Nup96 (EC 3.4.21.-) [Cleaved into: Nuclear pore complex protein Nup98 (98 kDa nucleoporin) (Nucleoporin Nup98) (Nup98); Nuclear pore complex protein Nup96 (96 kDa nucleoporin) (Nucleoporin Nup96) (Nup96)]	NUP98 ADAR2	Homo sapiens (Human)	1817
NUP107	P57740	reviewed	NU107_HUMAN	Nuclear pore complex protein Nup107 (107 kDa nucleoporin) (Nucleoporin Nup107)	NUP107	Homo sapiens (Human)	925
NUP133	Q8WUM0	reviewed	NU133_HUMAN	Nuclear pore complex protein Nup133 (133 kDa nucleoporin) (Nucleoporin Nup133)	NUP133	Homo sapiens (Human)	1156
NUP153	P49790	reviewed	NU153_HUMAN	Nuclear pore complex protein Nup153 (153 kDa nucleoporin) (Nucleoporin Nup153)	NUP153	Homo sapiens (Human)	1475
NUP155	O75694	reviewed	NU155_HUMAN	Nuclear pore complex protein Nup155 (155 kDa nucleoporin) (Nucleoporin Nup155)	NUP155 KIAA0791	Homo sapiens (Human)	1391
NUP160	Q12769	reviewed	NU160_HUMAN	Nuclear pore complex protein Nup160 (160 kDa nucleoporin) (Nucleoporin Nup160)	NUP160 KIAA0197 NUP120	Homo sapiens (Human)	1436
NUP188	Q5SRE5	reviewed	NU188_HUMAN	Nucleoporin NUP188 (hNup188)	NUP188 KIAA0169	Homo sapiens (Human)	1749
NUP205	Q92621	reviewed	NU205_HUMAN	Nuclear pore complex protein Nup205 (205 kDa nucleoporin) (Nucleoporin Nup205)	NUP205 C7orf14 KIAA0225	Homo sapiens (Human)	2012
NUP210	Q8TEM1	reviewed	PO210_HUMAN	Nuclear pore membrane glycoprotein 210 (Nuclear pore protein gp210) (Nuclear envelope pore membrane protein POM 210) (POM210) (Nucleoporin Nup210) (Pore membrane protein of 210 kDa)	NUP210 KIAA0906 PSEC0245	Homo sapiens (Human)	1887
NUP214	P35658	reviewed	NU214_HUMAN	Nuclear pore complex protein Nup214 (214 kDa nucleoporin) (Nucleoporin Nup214) (Protein CAN)	NUP214 CAIN CAN KIAA0023	Homo sapiens (Human)	2090
SAR1A	Q9NR31	reviewed	SAR1A_HUMAN	Small COPII coat GTPase SAR1A (EC 3.6.5.2) (COPII-associated small GTPase) (Secretion-associated Ras-related GTPase 1A)	SAR1A SAR1 SARA SARA1	Homo sapiens (Human)	198
SEC13	P55735	reviewed	SEC13_HUMAN	Protein SEC13 homolog (GATOR2 complex protein SEC13) (SEC13-like protein 1) (SEC13-related protein)	SEC13 D3S1231E SEC13A SEC13L1 SEC13R	Homo sapiens (Human)	322
SEC31A	O94979	reviewed	SC31A_HUMAN	Protein transport protein Sec31A (ABP125) (ABP130) (SEC31-like protein 1) (SEC31-related protein A) (Web1-like protein)	SEC31A KIAA0905 SEC31L1 HSPC275 HSPC334	Homo sapiens (Human)	1220
SEC23A	Q15436	reviewed	SC23A_HUMAN	Protein transport protein Sec23A (hSec23A) (SEC23-related protein A)	SEC23A	Homo sapiens (Human)	765
SEC24A	O95486	reviewed	SC24A_HUMAN	Protein transport protein Sec24A (SEC24-related protein A)	SEC24A	Homo sapiens (Human)	1093
COPA	P53621	reviewed	COPA_HUMAN	Coatomer subunit alpha (Alpha-coat protein) (Alpha-COP) (HEP-COP) (HEPCOP) [Cleaved into: Xenin (Xenopsin-related peptide); Proxenin]	COPA	Homo sapiens (Human)	1224
COPB1	P53618	reviewed	COPB_HUMAN	Coatomer subunit beta (Beta-coat protein) (Beta-COP)	COPB1 COPB MSTP026	Homo sapiens (Human)	953
COPB2	P35606	reviewed	COPB2_HUMAN	Coatomer subunit beta' (Beta'-coat protein) (Beta'-COP) (p102)	COPB2	Homo sapiens (Human)	906
COPG1	Q9Y678	reviewed	COPG1_HUMAN	Coatomer subunit gamma-1 (Gamma-1-coat protein) (Gamma-1-COP)	COPG1 COPG	Homo sapiens (Human)	874
ARCN1	P48444	reviewed	COPD_HUMAN	Coatomer subunit delta (Archain) (Delta-coat protein) (Delta-COP)	ARCN1 COPD	Homo sapiens (Human)	511
COPE	O14579	reviewed	COPE_HUMAN	Coatomer subunit epsilon (Epsilon-coat protein) (Epsilon-COP)	COPE	Homo sapiens (Human)	308
COPZ1	P61923	reviewed	COPZ1_HUMAN	Coatomer subunit zeta-1 (Zeta-1-coat protein) (Zeta-1 COP)	COPZ1 COPZ CGI-120 HSPC181	Homo sapiens (Human)	177
CLTC	Q00610	reviewed	CLH1_HUMAN	Clathrin heavy chain 1 (Clathrin heavy chain on chromosome 17) (CLH-17)	CLTC CLH17 CLTCL2 KIAA0034	Homo sapiens (Human)	1675
CLTA	P09496	reviewed	CLCA_HUMAN	Clathrin light chain A (Lca)	CLTA	Homo sapiens (Human)	248
AP2M1	Q96CW1	reviewed	AP2M1_HUMAN	AP-2 complex subunit mu (AP-2 mu chain) (Adaptin-mu2) (Adaptor protein complex AP-2 subunit mu) (Adaptor-related protein complex 2 subunit mu) (Clathrin assembly protein complex 2 mu medium chain) (Clathrin coat assembly protein AP50) (Clathrin coat-associated protein AP50) (HA2 50 kDa subunit) (Plasma membrane adaptor AP-2 50 kDa protein)	AP2M1 CLAPM1 KIAA0109	Homo sapiens (Human)	435
VAMP2	P63027	reviewed	VAMP2_HUMAN	Vesicle-associated membrane protein 2 (VAMP-2) (Synaptobrevin-2)	VAMP2 SYB2	Homo sapiens (Human)	116
STX1A	Q16623	reviewed	STX1A_HUMAN	Syntaxin-1A (Neuron-specific antigen HPC-1)	STX1A STX1	Homo sapiens (Human)	288
SNAP25	P60880	reviewed	SNP25_HUMAN	Synaptosomal-associated protein 25 (SNAP-25) (Super protein) (SUP) (Synaptosomal-associated 25 kDa protein)	SNAP25 SNAP	Homo sapiens (Human)	206
